0    [main] INFO  org.eclipse.jetty.server.Server  – jetty-8.1.10.v20130312
24   [main] INFO  org.eclipse.jetty.deploy.providers.ScanningAppProvider  – Deployment monitor /SOLR/solr-4.10.2/doipoc/contexts at interval 0
32   [main] INFO  org.eclipse.jetty.deploy.DeploymentManager  – Deployable added: /SOLR/solr-4.10.2/doipoc/contexts/solr-jetty-context.xml
1278 [main] INFO  org.eclipse.jetty.webapp.StandardDescriptorProcessor  – NO JSP Support for /solr, did not find org.apache.jasper.servlet.JspServlet
3822 [coreLoadExecutor-5-thread-1] INFO  org.apache.solr.rest.ManagedResource  – Loaded initArgs {ignoreCase=true,format=solr} for /schema/analysis/synonyms/english
3824 [coreLoadExecutor-5-thread-1] INFO  org.apache.solr.rest.ManagedResource  – Loaded 3 synonym mappings for /schema/analysis/synonyms/english
3827 [coreLoadExecutor-5-thread-1] INFO  org.apache.solr.rest.ManagedResource  – Notified 1 observers of /schema/analysis/synonyms/english
3827 [coreLoadExecutor-5-thread-1] INFO  org.apache.solr.handler.component.SpellCheckComponent  – Initializing spell checkers
3839 [coreLoadExecutor-5-thread-1] INFO  org.apache.solr.spelling.DirectSolrSpellChecker  – init: {name=default,field=text,classname=solr.DirectSolrSpellChecker,distanceMeasure=internal,accuracy=0.5,maxEdits=2,minPrefix=1,maxInspections=5,minQueryLength=4,maxQueryFrequency=0.01}
3849 [coreLoadExecutor-5-thread-1] INFO  org.apache.solr.handler.component.SpellCheckComponent  – No queryConverter defined, using default converter
3852 [coreLoadExecutor-5-thread-1] INFO  org.apache.solr.handler.component.SuggestComponent  – Initializing SuggestComponent
3855 [coreLoadExecutor-5-thread-1] INFO  org.apache.solr.spelling.suggest.SolrSuggester  – init: {name=mySuggester,lookupImpl=FuzzyLookupFactory,dictionaryImpl=DocumentDictionaryFactory,field=cat,weightField=price,suggestAnalyzerFieldType=string}
3879 [coreLoadExecutor-5-thread-1] INFO  org.apache.solr.spelling.suggest.SolrSuggester  – Dictionary loaded with params: {name=mySuggester,lookupImpl=FuzzyLookupFactory,dictionaryImpl=DocumentDictionaryFactory,field=cat,weightField=price,suggestAnalyzerFieldType=string}
3881 [coreLoadExecutor-5-thread-1] INFO  org.apache.solr.handler.component.QueryElevationComponent  – Loading QueryElevation from: /SOLR/solr-4.10.2/doipoc/solr/colecao1/conf/elevate.xml
3912 [coreLoadExecutor-5-thread-1] INFO  org.apache.solr.handler.ReplicationHandler  – Commits will be reserved for  10000
3913 [searcherExecutor-6-thread-1] INFO  org.apache.solr.core.SolrCore  – QuerySenderListener sending requests to Searcher@28801a36[colecao1] main{StandardDirectoryReader(segments_3:7:nrt _1(4.10.2):C32)}
3914 [coreLoadExecutor-5-thread-1] INFO  org.apache.solr.core.CoreContainer  – registering core: colecao1
3917 [main] INFO  org.apache.solr.servlet.SolrDispatchFilter  – user.dir=/SOLR/solr-4.10.2/doipoc
3918 [main] INFO  org.apache.solr.servlet.SolrDispatchFilter  – SolrDispatchFilter.init() done
3972 [main] INFO  org.eclipse.jetty.server.AbstractConnector  – Started SocketConnector@0.0.0.0:8983
4002 [searcherExecutor-6-thread-1] INFO  org.apache.solr.core.SolrCore  – [colecao1] webapp=null path=null params={q=static+firstSearcher+warming+in+solrconfig.xml&distrib=false&event=firstSearcher} hits=3 status=0 QTime=87 
4012 [searcherExecutor-6-thread-1] INFO  org.apache.solr.core.SolrCore  – QuerySenderListener done.
4012 [searcherExecutor-6-thread-1] INFO  org.apache.solr.handler.component.SpellCheckComponent  – Loading spell index for spellchecker: default
4012 [searcherExecutor-6-thread-1] INFO  org.apache.solr.handler.component.SpellCheckComponent  – Loading spell index for spellchecker: wordbreak
4013 [searcherExecutor-6-thread-1] INFO  org.apache.solr.handler.component.SuggestComponent  – Loading suggester index for: mySuggester
4013 [searcherExecutor-6-thread-1] INFO  org.apache.solr.spelling.suggest.SolrSuggester  – reload()
4013 [searcherExecutor-6-thread-1] INFO  org.apache.solr.spelling.suggest.SolrSuggester  – build()
4061 [searcherExecutor-6-thread-1] INFO  org.apache.solr.core.SolrCore  – [colecao1] Registered new searcher Searcher@28801a36[colecao1] main{StandardDirectoryReader(segments_3:7:nrt _1(4.10.2):C32)}
92344 [qtp2140832232-13] INFO  org.apache.solr.servlet.SolrDispatchFilter  – [admin] webapp=null path=/admin/cores params={indexInfo=false&wt=json&_=1419806479516} status=0 QTime=3 
92457 [qtp2140832232-13] INFO  org.apache.solr.servlet.SolrDispatchFilter  – [admin] webapp=null path=/admin/info/system params={wt=json&_=1419806479578} status=0 QTime=57 
92488 [qtp2140832232-13] INFO  org.apache.solr.servlet.SolrDispatchFilter  – [admin] webapp=null path=/admin/cores params={wt=json&_=1419806479659} status=0 QTime=7 
93346 [qtp2140832232-13] INFO  org.apache.solr.servlet.SolrDispatchFilter  – [admin] webapp=null path=/admin/cores params={wt=json&_=1419806480525} status=0 QTime=1 
93368 [qtp2140832232-13] INFO  org.apache.solr.servlet.SolrDispatchFilter  – [admin] webapp=null path=/admin/cores params={wt=json&_=1419806480543} status=0 QTime=2 
96021 [qtp2140832232-13] INFO  org.apache.solr.servlet.SolrDispatchFilter  – [admin] webapp=null path=/admin/cores params={wt=json&_=1419806483199} status=0 QTime=1 
96052 [qtp2140832232-13] INFO  org.apache.solr.servlet.SolrDispatchFilter  – [admin] webapp=null path=/admin/cores params={wt=json&_=1419806483222} status=0 QTime=2 
100314 [qtp2140832232-14] INFO  org.apache.solr.core.SolrCore  – [colecao1] webapp=/solr path=/admin/file/ params={file=admin-extra.menu-bottom.html&contentType=text/html;charset%3Dutf-8&_=1419806487487} status=0 QTime=4 
100314 [qtp2140832232-13] INFO  org.apache.solr.core.SolrCore  – [colecao1] webapp=/solr path=/admin/file/ params={file=admin-extra.menu-top.html&contentType=text/html;charset%3Dutf-8&_=1419806487486} status=0 QTime=2 
100349 [qtp2140832232-15] INFO  org.apache.solr.core.SolrCore  – [colecao1] webapp=/solr path=/admin/luke params={show=index&numTerms=0&wt=json&_=1419806487514} status=0 QTime=5 
100354 [qtp2140832232-14] INFO  org.apache.solr.core.SolrCore  – [colecao1] webapp=/solr path=/replication params={wt=json&command=details&_=1419806487522} status=0 QTime=4 
100381 [qtp2140832232-15] INFO  org.apache.solr.core.SolrCore  – [colecao1] webapp=/solr path=/admin/file/ params={file=admin-extra.html&_=1419806487527} status=0 QTime=1 
100394 [qtp2140832232-14] INFO  org.apache.solr.core.SolrCore  – [colecao1] webapp=/solr path=/admin/ping params={action=status&wt=json&_=1419806487530} status=503 QTime=7 
100411 [qtp2140832232-13] INFO  org.apache.solr.core.SolrCore  – [colecao1] webapp=/solr path=/admin/system params={wt=json&_=1419806487524} status=0 QTime=54 
101919 [qtp2140832232-13] INFO  org.apache.solr.core.SolrCore  – [colecao1] webapp=/solr path=/admin/mbeans params={cat=QUERYHANDLER&wt=json&_=1419806489096} status=0 QTime=3 
481210 [Thread-0] INFO  org.eclipse.jetty.server.Server  – Graceful shutdown SocketConnector@0.0.0.0:8983
481213 [Thread-0] INFO  org.eclipse.jetty.server.Server  – Graceful shutdown o.e.j.w.WebAppContext{/solr,file:/SOLR/solr-4.10.2/doipoc/solr-webapp/webapp/},/SOLR/solr-4.10.2/doipoc/webapps/solr.war
482217 [Thread-0] INFO  org.apache.solr.core.CoreContainer  – Shutting down CoreContainer instance=173214986
482217 [Thread-0] INFO  org.apache.solr.core.SolrCore  – [colecao1]  CLOSING SolrCore org.apache.solr.core.SolrCore@7956da63
482218 [Thread-0] INFO  org.apache.solr.update.UpdateHandler  – closing DirectUpdateHandler2{commits=0,autocommit maxTime=15000ms,autocommits=0,soft autocommits=0,optimizes=0,rollbacks=0,expungeDeletes=0,docsPending=0,adds=0,deletesById=0,deletesByQuery=0,errors=0,cumulative_adds=0,cumulative_deletesById=0,cumulative_deletesByQuery=0,cumulative_errors=0,transaction_logs_total_size=17398,transaction_logs_total_number=2}
482218 [Thread-0] INFO  org.apache.solr.update.SolrCoreState  – Closing SolrCoreState
482219 [Thread-0] INFO  org.apache.solr.update.DefaultSolrCoreState  – SolrCoreState ref count has reached 0 - closing IndexWriter
482219 [Thread-0] INFO  org.apache.solr.update.DefaultSolrCoreState  – closing IndexWriter with IndexWriterCloser
482231 [Thread-0] INFO  org.apache.solr.core.SolrCore  – [colecao1] Closing main searcher on request.
482234 [Thread-0] INFO  org.apache.solr.core.CachingDirectoryFactory  – Closing NRTCachingDirectoryFactory - 2 directories currently being tracked
482235 [Thread-0] INFO  org.apache.solr.core.CachingDirectoryFactory  – looking to close /SOLR/solr-4.10.2/doipoc/solr/colecao1/data [CachedDir<<refCount=0;path=/SOLR/solr-4.10.2/doipoc/solr/colecao1/data;done=false>>]
482236 [Thread-0] INFO  org.apache.solr.core.CachingDirectoryFactory  – Closing directory: /SOLR/solr-4.10.2/doipoc/solr/colecao1/data
482236 [Thread-0] INFO  org.apache.solr.core.CachingDirectoryFactory  – looking to close /SOLR/solr-4.10.2/doipoc/solr/colecao1/data/index [CachedDir<<refCount=0;path=/SOLR/solr-4.10.2/doipoc/solr/colecao1/data/index;done=false>>]
482236 [Thread-0] INFO  org.apache.solr.core.CachingDirectoryFactory  – Closing directory: /SOLR/solr-4.10.2/doipoc/solr/colecao1/data/index
482240 [Thread-0] INFO  org.eclipse.jetty.server.handler.ContextHandler  – stopped o.e.j.w.WebAppContext{/solr,file:/SOLR/solr-4.10.2/doipoc/solr-webapp/webapp/},/SOLR/solr-4.10.2/doipoc/webapps/solr.war
